Name,Account Age,Tweet count,List count,Location,Followers,Following,Favorites,ID,Created at,Tweet,Retweet count,Likes/Favs,Hashtag count,URL count,Tweet length,Place of tweet,mention count,tweet source
emanilove11,2,23129,0,Cooknnnn up sum shittt🍞🌭🥘,396,625,4042,1382743476954091521,2021-04-15 17:11:49,Salmon dinners tommorrow 💕💕😘😘😘😘 $25 stay tuned Glazed Salmon over jasmine rice with garlic broccoli and homemade ma… https://t.co/SP9QJre7F8,0,0,0,1,140,,0,Twitter for iPhone
EarpBronwyn,1,11237,8,Purgatory (#NZHellhole),417,934,16670,1382743476807241731,2021-04-15 17:11:49,"@autostraddle Never a doubt. Real vs imagined wins everytime 
This is why this show is so good   no tropes no baiti… https://t.co/EmUnX7BrLi",0,0,0,1,140,,1,Twitter for Android
manoncrochn,0,3402,11,velaris  | she/her,534,465,3958,1382743476744433665,2021-04-15 17:11:49,@IALinwonderland Now the probelme is i post about them a lot 🧍🏻‍♀️,0,1,0,0,66,,1,Twitter for iPhone
JyotiSa53211964,0,1,0,,0,0,0,1382743476735905792,2021-04-15 17:11:49,My Father Is Fighting For His Life And We Need Your Support To Save Him https://t.co/qSnZG5GGTe,0,0,0,1,95,,0,Twitter for Android
LondonLuxxx,7,831,4,Chicago ,4697,143,688,1382743476710875144,2021-04-15 17:11:49,"$5 onlyfans This is your jerk off material headquarters. I enjoy JOI * BWC / BBC worship, raceplay and so much more… https://t.co/1Jc6Rzkxng",0,0,0,1,140,,0,Twitter Web App
JR_SELFMADE1,1,693,0,"Warlando, Gunshine State FL 🌴",35,32,17,1382743476689899521,2021-04-15 17:11:49,Niggas is really pussy 💨,0,0,0,0,24,,0,Twitter for iPhone
JonnySmart1961,10,3610,3,"leeds, UK",282,942,4179,1382743476656279553,2021-04-15 17:11:49,"@Kandol20 Good to see the top priorities of the day being tackled, and the nodding dog that is our print media playing along.",0,0,0,0,125,,1,Twitter for iPhone
Neil81417504,0,602,0,,11,10,165,1382743476647964673,2021-04-15 17:11:49,"@carolecadwalla @ciabaudo What is justice..for police.... 

MCLUCKIE, David, Councillor. 

Jailed.

Correspondence… https://t.co/lAFal7oOp7",0,0,0,1,139,,2,Twitter for Android
tychonbbcan9,0,270,19,,1929,21,728,1382743476585033730,2021-04-15 17:11:49,"@geminyahh @LindaSusun Stop Lovely, leave it alone...she doesn't get it nor does she want to, looks like her name is Karen also 😑",0,1,0,0,129,,2,Twitter for Android
MK240458,1,983,0,"eBulungwani, eMzansi (RSA)",88,719,1212,1382743476580839431,2021-04-15 17:11:49,"@kriswentzel9 We committed the gross mistake of our lives by putting the mafia mob, that the ANC is, in power.",0,0,0,0,110,,1,Twitter for Android
_KoreanHeir,3,38194,4,,1784,2151,40434,1382743476572450818,2021-04-15 17:11:49,@Nafansifi @cen_cali21 I is lost.... lolll what?,0,0,0,0,48,,2,Twitter for iPhone
sakshamjain69,1,16,0,,1,264,147,1382743476517834753,2021-04-15 17:11:49,@rajasthanroyals Miller is there.... Now admin you better keep quiet. U don't need to say anything just like u did with manan vohra😒,0,0,0,0,132,,1,Twitter for Android
naughtybadger4,1,3530,1,,95,132,5778,1382743476480184322,2021-04-15 17:11:49,what is baked beans what are they where did they come from,0,0,0,0,58,,0,Twitter for Android
bbqchikenn,1,522,0,Faneto,68,161,3355,1382743476442398722,2021-04-15 17:11:49,@skrat2rat Snow is fun the first time it comes but then it’s annoying af. I’m fine with a couple cold days and rain… https://t.co/2j5Kjp4Rj0,0,0,0,1,140,,1,Twitter for iPhone
DonaldTrumpov,5,44929,1,,31,3,0,1382743476413022211,2021-04-15 17:11:49,America America is in the Middle East and I have to study what’s happened afterwards. I’m actually starting to say… https://t.co/Dxp58IfYit,0,0,0,1,139,,0,Trump LOLs
RabidBadger,13,375895,132,My Own Private I Dunno,2557,2032,81985,1382743476354306051,2021-04-15 17:11:49,"I'm sure 13 year old Adam Toledo just ""tripped and fell into the bullet"" and I'm sure Mainstream Media will parrot… https://t.co/RoTeYC5iXF",0,0,0,1,139,,0,Twitter Web App
sassystacii,12,2062,0,indiana,93,193,1503,1382743476345958405,2021-04-15 17:11:49,"Workout coach: “what is your ✨why✨ tell me why you want to be here!!!” 

Me on the treadmill gasping for air: “because I love fooooood!!! 😫”",0,0,0,0,140,,0,Twitter for iPhone
missmattu,6,60808,7,📍LEI,5765,4555,66648,1382743476295643140,2021-04-15 17:11:49,@musicmmj_ You know what? I got it confused for love is blind 😭 I’m binge watching it now though,0,0,0,0,96,,1,Twitter for iPhone
lieberfeld,2,33,0,"Pittsburgh, PA",4,115,549,1382743476283006984,2021-04-15 17:11:49,"@RachelBitecofer @SpeakerPelosi This is a very poor measure of ideology. It (1) conflates ideology w/ partisanship,… https://t.co/guduYbNQXA",0,0,0,1,140,,2,Twitter Web App
Pjbass1610,12,23256,19,Nigeria!,2307,3836,15899,1382743476245311488,2021-04-15 17:11:49,"@LadyGrasha This is a deep topic, but go for strong positive character that makes it easy",0,0,0,0,89,,1,Twitter Web App
_Shmurds,3,2808,1,Port Elizabeth || Dutywa,947,1608,6928,1382743476245250055,2021-04-15 17:11:49,"@Cnae6 @hashnode Let me bookmark this, Java is dusting me rn",0,0,0,0,60,,2,Twitter for Android
Richkard626,6,953,2,#WrestlingForever,256,218,20472,1382743476220145664,2021-04-15 17:11:49,What the fuck is this thumbnail https://t.co/kjJ8y3nuQl,0,0,0,0,55,,0,Twitter for Android
itsMaximize,1,6893,1,California,433,395,16577,1382743476182290437,2021-04-15 17:11:49,@Cllickss Today is a double day😌,0,0,0,0,32,,1,Twitter for iPhone
IndreJanusausk,3,188344,9,"Lithuania, Kaunas",793,894,229671,1382743476157173765,2021-04-15 17:11:49,"@TTiliya WOW!👀 So many of them, this is absolutely incredible 😍😍👌👌👌",0,0,0,0,67,,1,Twitter Web App
MaryPMurray,10,2393,4,NEPA,247,1325,5338,1382743476119429123,2021-04-15 17:11:49,@ADouglass22 @TrentCapelli 🤞🏻I hope they take that rocker and those stripes. Dishinorable @ a Private is my vote.,0,0,0,0,113,,2,Twitter for Android
TheLadyPim1,3,5515,37,"Toronto, Ontario",11135,1304,52786,1382743476098506752,2021-04-15 17:11:49,Announcing that vaccines are available before having a distribution plan is like starting the countdown to a sub's… https://t.co/QxNkESrdRu,0,7,0,1,139,,0,Twitter for Android
jessmckennitt,9,788,1,Toronto ,82,422,5075,1382743476043984897,2021-04-15 17:11:49,@AmeliaHouchins I’m so sorry that happened. I’m here to say that your picture picture is beautiful- some people suck!,0,0,0,0,117,,1,Twitter for iPhone
bryana_x_,7,8878,0,,213,137,6430,1382743475997843469,2021-04-15 17:11:49,“Your call is very important to us” okay so answer it🙄,0,0,0,0,54,,0,Twitter for iPhone
VaporMemory,5,5832,22,"Florida, USA",6499,1116,11532,1382743475976867843,2021-04-15 17:11:49,Can someone please direct me to that Twitter account that assists with unfair YouTube strikes? I’ve received anothe… https://t.co/lTx0LZeN09,3,9,0,1,140,,0,Twitter for iPhone
bfccommunity,6,8486,23,"Barnsley, England",3220,559,1951,1382743475943305216,2021-04-15 17:11:49,"𝗩𝗔𝗖𝗔𝗡𝗖𝗬: Community Coach

Reds in the Community is seeking an enthusiastic Community Coach to join our team and del… https://t.co/zCr3HlWTTr",1,1,0,1,140,,0,Loomly
NoorainAhmed1,10,15137,1,Your Duas ,1907,232,39585,1382743475905466368,2021-04-15 17:11:49,@Aishasyed02 @ElShabazzz Watch your tongue kid. Iv been civil doesn’t mean you speak to me and say whatever. The on… https://t.co/C6KyHwWM1t,0,1,0,1,140,,2,Twitter for iPhone
KrystenHansyn,5,3974,33,Nationwide,515,956,2347,1382743475905449986,2021-04-15 17:11:49,The reason I suggested to call 911 is because when someone’s that intoxicated abs has the pure tips to hurt themsel… https://t.co/w50NgDzBjd,0,0,0,1,140,,0,Twitter for iPhone
dynniekkuno,3,11006,1,Việt Nam,386,359,29872,1382743475821576194,2021-04-15 17:11:49,"Anyway, clearly there are so many reasons fans being existed. Not just want to date, they feel relateable and appre… https://t.co/0vkT1r0pBF",0,1,0,1,140,,0,Twitter for Android
lewlynch66,10,5847,5,preston,300,661,808,1382743475758759945,2021-04-15 17:11:49,Squad news. 2 missing tonight. Booth out with a broken ankle and Magora is unavailable,0,0,0,0,86,,0,Twitter for Android
ConsumeAbook,3,1021,0,,194,116,24,1382743475758755843,2021-04-15 17:11:49,A compelling book by Kelly Inviere - @kellyinviere A memoir in poetry form. The book is about rebirth and inspirati… https://t.co/BSPCO2QwiT,0,0,0,1,140,,1,Twitter Web App
Superflames1291,1,1966,0,"Birmingham, England",21,18,16,1382743475721019395,2021-04-15 17:11:49,Trading 4 legendary nfr turtles for bubble gumsimulator secret pets only best offer is angelic spirit and dark radi… https://t.co/vL7HHp547i,0,0,0,1,140,,0,Twitter for iPhone
whoisteezy,11,305315,43,DET ✈️ ATL,4018,1518,39747,1382743475720970240,2021-04-15 17:11:49,"@hyrering is currently looking for CDL Class A drivers. 🚚🚛 

DM me for more info. ✔️ https://t.co/W9dX14pD8z",0,0,0,0,108,,1,Twitter for iPhone
LoveThePuck,12,350763,89,Land of the Cross Check ,7605,1838,426,1382743475687411715,2021-04-15 17:11:49,@TheBoyWhoWrote I'm so glad I don't know who that is...,0,0,0,0,55,,1,Twitter Web App
Neodyne_,3,20608,4,"Living in, like, my attic",322,186,19710,1382743475532267523,2021-04-15 17:11:49,Frokcord is gone this is so sad,0,1,0,0,31,,0,Twitter Web App
asktja,9,70255,7,,746,905,28040,1382743475465162759,2021-04-15 17:11:49,@JackObinyan Why is he lying 🤥?,0,0,0,0,31,,1,Twitter for iPhone
Alex37731,5,1215,0,,70,309,7834,1382743475423223814,2021-04-15 17:11:49,"@nunyabiz009 If health care pros questioned the “expert” psychologists/therapists on this, if they were able to kee… https://t.co/AQpTPLufXa",0,1,0,1,140,,1,Twitter for iPhone
OlympusGamingTV,6,4594,4,"Houston, TX",204,292,8653,1382743475410530308,2021-04-15 17:11:49,Why is it when Twitch Support post an update or a new feature... people automatically start complaining. Why is the… https://t.co/9YCgrNsp8k,0,1,0,1,140,,0,Twitter Web App
seaofcakes,5,1579,0,,21,125,4191,1382743475377016838,2021-04-15 17:11:49,do they make anxiety vests for humans or is that just a straight jacket????? https://t.co/cITG8FGYX5,0,0,0,0,100,,0,Twitter for iPhone
PrissyPrivilege,6,12595,11,"✨Charlotte, NC✨",181,136,37471,1382743475347730433,2021-04-15 17:11:49,"@UntamedVoice32 here we are bro smh, but we can’t let it drive us insane. The fact that they’re really evil here, i… https://t.co/sCKdV5Vf9V",0,0,0,1,140,,1,Twitter for iPhone
TeamGHitsNaija,6,44592,5,Worldwide || +2348135344573,408,58,7,1382743475204988928,2021-04-15 17:11:49,DOWNLOAD MP3: Blessings Ng – “His Name Is Jesus” || @Blessingsng1 https://t.co/M5Doxavwmw,0,0,0,1,89,,1,WordPress.com
amt17,12,12077,0,,2830,3079,21436,1382743475200913409,2021-04-15 17:11:49,@tribelaw @KansasResisters @JoeBiden I bet Trump is somewhere crying.,0,1,0,0,69,,3,Twitter for iPhone
JesusConfucius,4,216457,0,,9,0,0,1382743475192483841,2021-04-15 17:11:49,"Who touched my clothes? ...Without knowing the force of words, it is impossible to know men.",0,0,0,0,92,,0,"Cheap Bots, Done Quick!"
yellowdust888,1,16669,4,wherever,412,452,30344,1382743475184013316,2021-04-15 17:11:49,@fawfulfan Only way this happens is if Dems punt like they did in 2018.,0,0,0,0,71,,1,Twitter for iPhone
ElizabethRenter,12,28719,198,Kansas,5408,1964,1563,1382743475175579648,2021-04-15 17:11:49,"Retail spending in March is expected to be up 28% YoY, with the biggest gains at auto dealers (+75%), clothing stor… https://t.co/EkYppESC3m",0,0,0,1,140,,0,TweetDeck
alexh459,1,4799,13,Free Objection Handling Course,2197,975,5408,1382743475150536704,2021-04-15 17:11:49,"When I can sell in a consulting manner our close rate is definitely much higher 

This is why sales reps should be… https://t.co/NvPIlrHaS4",0,0,0,1,139,,0,Twitter for iPhone
serkalemdu,5,17,0,,2,121,8,1382743475129581570,2021-04-15 17:11:49,"@Davidofegypt @abiyalew @MinY_Abbas From your shallow , self centred, unprofessional reply it is easy to understand… https://t.co/hCNDrfN4JJ",0,0,0,1,140,,3,Twitter for iPhone
Flash1617,12,8911,2,Chicago IL,131,575,29641,1382743475112845314,2021-04-15 17:11:49,"@Grand__Master_M It's facts tho, that nigga started unraveling after he found out from Louie that Reed Thompson was… https://t.co/bGWNen2KEV",0,0,0,1,140,,1,Twitter for Android
ahend14,7,3624,1,502,241,94,37287,1382743475083477000,2021-04-15 17:11:49,in further proof that having “the perfect wedding” is ridiculous; lindsey and i can’t remember what song she walked… https://t.co/TSHs4NEx9y,0,1,0,1,140,,0,Twitter for iPhone
HansontheBike,9,17570,125,"Ottawa, Canada",2762,43,5089,1382743475079278600,2021-04-15 17:11:49,@asselsm @OttawaMorning My idea was to show where you could bike safely. I have indeed been a bit liberal in a few… https://t.co/ekIJJJyOIo,0,0,0,1,139,,2,Twitter for iPhone
OmniofGG,6,3609,0,No-where Land,34,138,17552,1382743475024769029,2021-04-15 17:11:49,I think it's time for another pep talk. I find the hardest thing to do is talk to yourself. Cheering yourself up it… https://t.co/btnSHQfvVk,0,0,0,1,140,,0,Twitter for Android
TheWolfVox,5,304,0,,2,18,3,1382743474999549956,2021-04-15 17:11:49,@edmundmcmillen found a bug when you enter the mother room in mines 2 with bumbo on eny Level after you leave the r… https://t.co/CY9dEMoTBp,0,0,0,1,140,,1,Twitter Web App
mnsebourn,9,31163,71,Arkansas,2384,2356,26822,1382743474970128385,2021-04-15 17:11:49,@THETYFRANKEL @mylifeasrobby There’s an awful lot of this country in which 400k a year is NOT low—*and* you can see… https://t.co/IqrFLAdoSh,0,0,0,1,140,,2,Twitter for iPhone
BLAKPowderChan1,1,5104,1,,389,179,12695,1382743474957520898,2021-04-15 17:11:49,"Fla. Mom of 4 Is Accidentally Killed by Her Neighbor, Whose Gun Discharged While He Was Cleaning It… https://t.co/x5sdN60Nn6",0,0,0,1,124,,0,Twitter Web App
NIGGALlCIOUS,9,39410,35,DC/LA | 22,13143,1110,94624,1382743474953408514,2021-04-15 17:11:49,venus is in taurus and just happened to be talking to my therapist about my past romantic relationships and getting… https://t.co/jc8V7w623D,0,7,0,1,140,,0,Twitter for iPhone
Slim_Milliee,5,17541,3,"Dallas, TX",1658,1700,46271,1382743474902999041,2021-04-15 17:11:49,@moxiepopp Yea that year is coming so fast!,0,0,0,0,43,,1,Twitter for iPhone
NT78stonewobble,6,26900,3,,41,13,4521,1382743474886352896,2021-04-15 17:11:49,@tonygoldmark Just a single intelligent person with a convincing argument... Sadly you nor anyone that agrees with you is that person.,0,0,0,0,134,,1,Twitter for Android
GininaTeacup1,2,19538,2,,885,1177,8334,1382743474844368903,2021-04-15 17:11:49,@rtenews @ronan_glynn #LeoTheLiar is threatening to withhold life saving medicine from those aged 60-69 until the v… https://t.co/6779NmKnP5,1,2,1,1,140,,2,Twitter for iPad
MajorCrimesMemo,3,461,0,,277,130,530,1382743474794082309,2021-04-15 17:11:49,"Amy: ""This little opus is An American Manifesto. 500 pages.""
Provenza: ""I´ll wait for the movie.""
@KearranGiovanni… https://t.co/3l1nn3NyuY",0,0,0,1,139,,1,Twitter Web App
nsanzumuhire_,7,6262,0,Kigali,497,814,8308,1382743474768855041,2021-04-15 17:11:49,"Nutrition is underrated, I think everyone deserves to know a little bit of nutrition it's not for nutritionists or… https://t.co/0aD7iNXs3L",0,1,0,1,139,,0,Twitter for Android
matmansd,12,2571,4,United States,127,434,1815,1382743474726866951,2021-04-15 17:11:49,@TeslaFSD The only thing I can think of is power consumption?,0,0,0,0,61,,1,Twitter for iPhone
TravellingSou10,1,178,0,,15,28,55,1382743474714288132,2021-04-15 17:11:49,"Indian Railways is undertaking intensive cleaning, disinfection of trains &amp; station premises regularly to contain t… https://t.co/YQtYc8XLpS",0,1,0,1,144,"New Delhi, India",0,Twitter for iPhone
MadAboutMari,0,1603,0,"Northampton, England",84,167,6916,1382743474710122504,2021-04-15 17:11:49,"@piersmorgan If people say the Monarchy is detached and unrelatable, then surely those calls would be reinforced by… https://t.co/KoYQoKREXh",0,0,0,1,140,,1,Twitter for Android
i_stanKohli18,4,47158,10,In Mountains.,1900,185,23959,1382743474651287552,2021-04-15 17:11:49,Still the danger man is out there.,0,1,0,0,34,,0,Twitter for Android
varun_official7,1,696,0,"Surat, India",74,20,731,1382743474647101441,2021-04-15 17:11:49,"This is my humble request to all the state board students.
Agar #cbse walo ki exams cancel ho gyi hai to hamari bhi… https://t.co/X25Xtutf0j",1,1,1,1,140,India,0,Twitter for Android
bankvfx,2,6160,3,XRP / RIP claude,1517,343,17539,1382743474638876677,2021-04-15 17:11:49,@soiIlan it is a shocker of a song,0,0,0,0,34,,1,Twitter Web App
BaoilleachD,2,69,8,"Donegal, Ireland",369,570,268,1382743474638831620,2021-04-15 17:11:49,"@whiskeyauction @YouTube @KillowenWhiskey Big Thanks to Irish Whiskey Auctions for the shout out and support, hope… https://t.co/qOHd7aSzyK",0,0,0,1,139,,3,Twitter for Android
